Risk,Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Tuition fees up to date,Gender,Scholarship holder,Course,Risk
0,12.166666666666666,5,5,7,5,5,7,1,1,0,7,0
1,0.0,0,0,0,6,6,0,1,1,1,14,1
0,12.666666666666666,6,6,6,6,6,6,1,1,0,11,0
0,13.614285714285714,7,7,8,8,8,8,1,1,0,12,0
0,12.857142857142858,10,12,15,12,18,32,1,1,0,8,0
0,14.0,5,4,5,5,5,7,1,1,0,8,0
0,14.75,5,4,6,6,6,8,1,1,1,14,0
1,0.0,0,0,0,6,6,0,1,1,0,6,1
0,13.625,6,6,7,6,6,8,1,1,0,14,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,11.8,4,4,11,6,6,12,1,1,0,4,0
0,15.125,6,6,10,6,6,8,1,1,0,4,0
0,11.5,2,4,10,6,6,10,1,1,0,11,0
0,10.0,1,1,11,5,5,12,1,1,0,7,0
1,0.0,0,0,10,5,4,8,1,1,0,15,1
0,10.333333333333334,5,3,6,5,5,9,1,1,0,9,0
0,0.0,2,0,6,5,5,9,1,1,0,7,0
0,12.0,4,4,10,6,6,9,1,1,1,4,0
0,13.833333333333334,6,6,6,6,6,6,1,1,0,15,0
0,12.153846153846152,11,13,28,17,17,19,1,1,0,2,0
0,14.0,6,6,8,6,6,7,1,1,0,8,0
0,16.5,5,6,6,6,6,8,0,1,0,15,0
0,18.0,3,1,10,5,5,11,1,1,0,8,0
0,11.285714285714286,5,6,12,6,6,11,1,1,0,4,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,14.0,6,5,10,6,6,10,1,1,0,14,0
0,13.75,3,4,9,5,5,13,1,1,0,8,0
0,13.25,5,4,6,6,6,9,0,1,0,14,0
0,14.25,4,4,7,5,5,7,1,1,1,9,0
1,0.0,0,0,5,5,5,9,0,1,0,9,1
0,11.25,3,8,8,8,12,12,0,1,0,17,0
0,13.5,6,6,8,6,6,7,1,1,1,8,0
0,12.666666666666666,6,5,10,6,6,8,1,1,1,11,0
0,15.166666666666666,6,6,6,6,6,6,1,1,1,5,0
0,13.166666666666666,5,6,7,5,6,6,1,1,0,7,0
0,11.8,9,10,15,12,12,20,1,1,0,4,0
1,11.5,0,4,11,5,5,10,1,1,0,7,1
0,14.5,6,6,8,6,6,6,1,1,0,5,0
0,13.4,3,5,12,6,6,10,1,1,0,15,0
1,0.0,0,0,0,0,0,0,0,1,0,2,1
0,10.8,2,4,10,5,5,8,1,1,1,9,0
1,0.0,0,0,5,5,5,6,1,1,0,10,1
0,11.428571428571429,4,6,15,7,10,23,0,1,0,4,0
0,12.5,10,8,23,13,14,24,1,1,0,4,0
0,13.5,3,2,11,5,5,11,1,1,0,9,0
1,0.0,0,0,12,6,6,6,1,1,0,11,1
0,12.75,5,5,7,5,5,8,1,1,1,9,0
0,11.333333333333334,3,3,14,6,6,17,1,1,0,15,0
1,0.0,0,0,10,6,6,8,1,1,0,4,1
0,11.4,5,5,13,6,6,9,1,1,0,15,0
0,14.428571428571429,6,6,7,6,6,7,1,1,0,15,0
0,12.492857142857144,8,7,10,8,7,9,1,1,0,12,0
0,11.5,4,4,13,8,8,10,1,1,0,3,0
0,11.2,5,5,6,5,5,7,1,1,0,17,0
0,12.0,3,3,7,5,5,9,0,1,0,9,0
0,15.885714285714286,7,7,8,8,8,8,1,1,0,12,0
0,12.94,4,4,12,7,7,12,0,1,0,12,0
0,14.0,6,6,6,6,6,6,0,1,0,3,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,0.0,0,0,8,8,7,7,0,1,0,12,1
1,0.0,0,0,0,5,5,0,1,1,0,17,1
0,11.25,3,4,8,5,5,8,1,1,0,17,0
1,0.0,0,0,6,5,5,5,1,1,0,7,1
1,11.25,0,4,12,6,6,13,0,0,0,3,1
0,10.666666666666666,4,3,10,5,5,11,1,0,0,17,0
0,11.8,3,5,10,6,6,9,1,0,0,3,0
0,11.625,10,8,16,10,10,19,1,1,0,9,0
1,0.0,0,0,10,5,6,11,1,1,0,10,1
0,10.25,4,4,6,6,6,8,1,1,1,5,0
0,10.8,14,15,14,14,15,16,1,1,0,17,0
0,12.545454545454543,11,11,16,11,12,15,0,1,1,2,0
0,13.571428571428571,5,7,9,6,7,7,1,1,0,4,0
1,0.0,0,0,0,6,6,0,1,1,0,6,1
1,0.0,0,0,5,5,5,5,1,1,0,17,1
0,14.77777777777778,5,6,11,6,6,9,1,1,0,4,0
1,0.0,0,0,8,4,3,4,1,1,0,4,1
1,0.0,0,0,2,2,2,2,1,1,0,7,1
1,0.0,0,0,0,5,4,4,0,1,0,9,1
1,0.0,0,0,5,5,5,10,0,1,0,17,1
0,11.4,5,5,7,5,5,5,1,1,1,14,0
0,11.666666666666666,6,6,10,7,9,13,1,1,0,4,0
0,11.285714285714286,5,7,8,8,10,12,1,1,0,7,0
0,11.5,5,4,10,6,6,12,1,1,1,15,0
0,16.0,5,5,5,5,5,5,1,1,1,17,0
0,12.5,6,6,7,6,6,6,1,1,1,15,0
0,12.0,3,4,10,5,5,7,1,1,0,7,0
0,0.0,3,0,11,5,5,11,1,1,0,6,0
0,13.0,5,5,10,5,5,10,1,1,0,7,0
0,13.714285714285714,12,13,18,12,18,27,1,1,0,4,0
0,12.333333333333334,3,3,14,6,5,9,1,1,1,7,0
0,12.727272727272728,10,11,24,12,17,31,0,1,0,4,0
1,14.0,0,1,5,5,5,5,1,1,0,14,1
1,0.0,0,0,0,5,5,0,0,1,0,9,1
0,11.4,3,5,12,6,6,8,1,1,0,3,0
0,0.0,1,0,5,5,5,5,1,1,0,14,0
0,18.875,12,6,14,12,6,8,1,1,0,4,0
1,0.0,0,0,12,6,6,12,1,1,0,16,1
0,11.333333333333334,4,6,16,7,7,15,1,1,0,12,0
0,13.5,5,7,6,5,7,9,1,1,0,17,0
0,15.0,3,2,10,9,11,12,1,1,0,11,0
1,0.0,0,0,7,5,5,10,0,1,0,7,1
0,14.22222222222222,5,9,5,5,9,9,1,1,0,17,0
1,0.0,0,0,0,0,0,0,0,1,0,2,1
1,12.0,0,4,16,6,7,14,0,1,0,4,1
0,12.6,4,5,8,5,5,9,1,1,0,6,0
0,15.083333333333334,11,12,15,11,12,12,1,1,0,2,0
1,0.0,0,0,5,5,5,5,1,1,1,7,1
0,14.5,6,6,10,6,6,8,1,1,0,4,0
0,14.5,6,6,6,6,6,6,1,1,0,5,0
0,10.0,1,3,12,5,5,12,1,1,0,9,0
1,0.0,0,0,0,5,5,0,1,1,0,7,1
0,11.6,5,5,5,5,5,5,1,1,0,9,0
1,11.75,0,4,7,6,6,10,1,1,0,15,1
1,0.0,0,0,0,6,6,0,1,1,0,11,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,0.0,0,0,6,6,6,7,1,1,1,11,1
0,11.25,4,4,8,5,5,7,0,1,0,17,0
1,11.571428571428571,0,5,11,6,6,9,1,1,0,8,1
0,10.0,1,4,8,5,5,7,1,1,0,7,0
0,13.833333333333334,6,5,13,6,6,11,1,1,1,4,0
0,12.75,3,4,12,9,6,6,1,1,0,5,0
1,0.0,0,0,9,5,4,4,1,1,0,9,1
0,11.6,2,5,12,6,6,13,1,1,0,8,0
1,0.0,0,0,5,5,5,5,0,1,0,6,1
0,11.25,3,4,10,6,6,6,1,1,0,14,0
1,0.0,0,0,0,6,6,0,0,1,0,4,1
0,14.333333333333334,6,6,7,6,6,6,1,1,0,15,0
1,0.0,0,0,5,5,6,7,0,1,0,3,1
0,13.5,20,20,23,23,23,23,1,1,1,12,0
0,12.666666666666666,5,6,10,6,6,8,1,1,0,11,0
0,12.444285714285714,7,7,11,8,7,7,1,1,0,12,0
0,10.666666666666666,3,3,7,5,5,7,1,1,0,9,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.666666666666666,5,6,6,6,6,6,1,1,1,5,0
0,13.2,5,5,6,5,5,5,1,1,0,17,0
0,12.7,11,10,14,12,12,20,1,1,0,4,0
0,14.833333333333334,5,5,5,5,5,6,1,1,0,9,0
0,11.5,1,4,8,7,10,10,0,1,0,4,0
1,0.0,0,0,0,6,6,0,1,1,0,14,1
1,0.0,0,0,0,5,5,0,1,1,0,9,1
0,12.666666666666666,2,3,12,5,5,7,1,1,0,9,0
0,14.714285714285714,6,6,6,6,6,7,1,1,1,11,0
0,13.666666666666666,4,3,13,6,6,11,1,1,0,15,0
0,10.8,2,5,13,5,5,9,1,1,0,9,0
0,10.5,7,4,16,10,8,13,0,1,0,3,0
0,15.0,5,6,11,6,6,10,1,1,0,4,0
0,12.666666666666666,6,6,6,6,6,6,1,1,1,15,0
0,13.166666666666666,6,6,6,6,6,7,1,1,0,15,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,13.0,6,6,6,6,6,6,1,0,0,3,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,10.0,1,2,10,6,6,13,1,0,0,10,0
0,13.333333333333334,5,6,16,6,6,7,1,0,0,6,0
0,12.333333333333334,6,3,6,6,6,13,1,0,0,3,0
0,13.181818181818182,14,20,18,14,21,23,1,0,0,1,0
0,12.513333333333334,7,6,9,8,7,7,1,0,1,12,0
1,0.0,0,0,0,6,6,0,1,0,0,16,1
0,13.585714285714284,7,7,8,8,8,8,1,0,1,12,0
0,11.155555555555557,8,7,10,8,7,9,1,0,0,13,0
0,11.857142857142858,5,6,7,6,7,9,1,1,1,3,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,14.0,13,14,13,13,14,14,1,1,0,5,0
1,12.0,0,5,0,6,6,8,0,0,0,15,1
0,11.575,5,4,10,7,7,15,1,0,0,12,0
0,13.198571428571428,8,7,8,8,7,8,1,0,0,12,0
0,13.5,6,6,12,6,6,10,1,0,0,6,0
0,13.333333333333334,5,6,8,6,6,6,1,0,0,14,0
0,14.25,1,4,14,5,5,10,1,1,0,7,0
0,12.166666666666666,4,6,9,6,6,7,1,0,1,5,0
0,12.214285714285714,7,7,8,8,8,8,1,0,1,12,0
0,12.666666666666666,6,6,6,6,6,8,1,0,1,11,0
0,12.285714285714286,6,6,6,6,6,7,1,0,1,15,0
0,13.0,6,6,6,6,6,7,1,0,1,11,0
0,12.142857142857142,6,6,6,6,6,8,1,0,0,11,0
0,13.875714285714285,7,7,9,8,7,8,1,0,1,12,0
1,0.0,0,0,0,6,6,0,1,0,0,16,1
1,11.666666666666666,0,6,7,6,6,12,1,0,1,10,1
0,13.153846153846152,3,6,12,6,6,13,1,0,0,6,0
0,14.5,6,6,6,6,6,6,1,0,1,5,0
0,14.44142857142857,8,7,8,8,7,7,1,0,1,12,0
0,15.166666666666666,6,6,7,6,6,6,1,0,0,15,0
0,11.6,4,5,12,5,5,5,1,0,1,9,0
0,11.666666666666666,6,6,6,6,6,6,1,0,0,15,0
0,12.625,6,6,10,6,6,8,1,0,1,4,0
0,12.666666666666666,6,3,7,6,6,14,1,0,1,10,0
0,12.833333333333334,6,6,8,6,6,7,1,0,1,8,0
0,11.857142857142858,6,6,8,6,6,7,1,0,1,10,0
0,11.4,4,5,7,6,6,8,1,0,0,16,0
0,14.857142857142858,5,5,7,5,5,10,1,0,0,8,0
0,14.714285714285714,6,6,6,6,6,7,1,0,0,14,0
0,13.5,5,6,9,6,6,6,1,0,0,14,0
0,11.5,5,4,5,5,5,7,1,0,1,8,0
1,14.0,0,2,5,5,5,9,1,0,0,9,1
1,12.833333333333334,0,6,6,6,7,8,1,0,1,16,1
0,13.428571428571429,8,7,8,8,7,7,1,0,1,13,0
1,0.0,0,0,0,6,6,0,1,0,0,5,1
0,11.666666666666666,4,3,14,6,6,18,1,0,0,4,0
0,16.0,6,6,7,6,6,6,1,0,0,15,0
0,13.833333333333334,6,6,6,6,6,6,1,0,0,10,0
0,13.2325,8,8,9,8,8,9,1,0,0,12,0
0,14.0,6,6,6,6,6,6,1,1,1,15,0
1,10.0,0,2,6,6,6,14,1,1,1,11,1
0,13.333333333333334,11,15,13,13,16,16,1,0,0,3,0
0,12.5,6,6,6,6,6,6,1,0,1,5,0
0,12.5,6,6,6,6,6,6,1,0,0,3,0
1,10.5,0,2,5,5,5,8,1,1,0,17,1
0,10.666666666666666,3,3,9,5,5,11,1,1,0,7,0
0,10.5,2,4,11,5,5,9,1,1,0,7,0
0,12.0,5,4,6,5,5,10,1,0,0,9,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.5,2,5,9,5,5,11,1,0,0,9,0
0,14.0,6,6,6,6,6,6,1,0,0,15,0
0,13.5,5,6,8,6,6,7,1,0,0,16,0
0,13.07375,8,8,8,8,8,8,1,0,0,12,0
1,10.75,0,2,9,7,7,9,1,0,0,12,1
1,12.0,0,1,10,5,6,11,1,0,0,10,1
0,14.0,6,6,6,6,6,6,1,0,1,11,0
0,12.333333333333334,6,6,7,6,6,7,1,1,0,10,0
0,13.464285714285714,8,7,9,8,7,7,1,0,1,12,0
0,10.666666666666666,5,3,9,6,6,14,1,0,0,3,0
0,11.6,5,5,8,5,5,6,1,0,0,9,0
0,13.666666666666666,6,6,6,6,6,6,1,0,1,15,0
0,14.4025,8,8,9,8,8,9,1,0,0,12,0
0,15.46875,8,7,8,8,7,9,1,0,0,12,0
0,12.625,6,6,6,6,6,8,1,0,0,10,0
0,14.983333333333334,6,6,7,7,7,7,1,0,0,12,0
0,15.0,6,6,6,6,6,6,1,0,1,15,0
0,15.88888888888889,7,9,7,7,9,9,1,0,0,3,0
0,11.5,3,4,14,6,6,14,1,0,0,6,0
0,10.5,1,2,11,6,6,14,1,0,0,11,0
0,13.983333333333334,6,6,7,7,7,7,1,0,0,12,0
0,13.0,6,6,6,6,6,6,1,0,0,10,0
0,13.666666666666666,6,6,6,6,6,6,1,0,1,10,0
1,0.0,0,0,8,6,6,8,0,0,0,4,1
0,14.4,5,5,5,5,5,5,1,0,0,9,0
0,12.0,4,4,9,5,5,10,1,0,0,17,0
0,14.166666666666666,6,6,7,6,6,6,1,0,0,16,0
0,12.2,6,5,7,6,6,8,1,0,0,3,0
0,12.0,3,3,9,5,5,8,1,0,0,9,0
0,10.5,1,2,14,5,5,11,1,0,0,9,0
0,12.333333333333334,2,3,11,6,6,8,1,0,0,16,0
0,12.2,5,5,7,6,6,7,1,0,0,16,0
1,0.0,0,0,6,6,6,6,1,0,0,4,1
0,11.5,6,6,8,7,7,10,0,0,0,16,0
0,10.88888888888889,10,9,18,10,9,9,1,0,0,9,0
0,12.166666666666666,8,6,8,8,7,12,1,0,0,13,0
0,10.0,1,2,9,5,5,7,1,0,0,9,0
0,12.666666666666666,6,6,6,6,6,6,1,0,1,5,0
0,11.4,5,5,8,6,6,9,1,0,0,5,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,13.0,4,2,8,5,5,14,1,0,0,6,0
0,13.4,5,5,7,6,6,8,1,0,0,16,0
0,13.5,5,6,8,6,6,6,1,0,1,16,0
0,12.25,3,4,11,6,6,14,1,0,0,11,0
0,12.285714285714286,6,6,7,6,6,7,1,0,0,10,0
1,0.0,0,0,8,5,5,12,0,0,0,6,1
0,10.5,1,2,11,6,6,10,1,0,0,10,0
0,14.0,5,3,8,5,5,12,1,0,0,6,0
0,14.2,5,5,10,5,5,7,1,0,0,6,0
0,13.0,6,5,7,6,6,8,1,0,0,15,0
0,11.0,4,6,8,6,6,6,1,0,0,11,0
0,11.0,2,3,7,7,8,9,1,0,0,17,0
0,12.385714285714286,8,6,9,8,7,9,1,0,0,12,0
0,14.75,4,4,7,6,6,12,1,1,0,15,0
0,16.166666666666668,5,5,6,5,5,6,1,0,0,8,0
1,0.0,0,0,8,5,5,7,1,1,0,17,1
0,12.4,3,5,9,5,5,6,1,1,0,7,0
0,11.6,4,5,11,6,6,8,0,1,0,8,0
1,12.2,0,5,13,6,6,8,1,0,1,16,1
0,11.0,5,5,7,6,6,7,1,0,1,11,0
0,12.333333333333334,5,6,7,6,6,8,1,0,1,16,0
0,14.833333333333334,6,6,7,6,6,6,1,0,1,10,0
0,11.555555555555555,10,9,17,11,10,15,1,0,0,5,0
0,12.0,6,6,6,6,6,6,1,0,1,5,0
0,12.727272727272728,10,11,11,11,13,13,1,0,1,3,0
0,10.5,1,2,1,1,2,2,1,0,0,17,0
0,12.333333333333334,6,6,6,6,6,6,1,0,0,15,0
0,0.0,1,0,7,5,5,10,1,1,0,17,0
0,14.842857142857143,8,7,9,8,7,7,1,1,0,12,0
0,12.2,7,7,7,7,7,7,1,1,0,12,0
0,10.8,4,4,10,5,5,10,1,1,1,9,0
0,12.75,5,4,7,5,5,7,1,1,0,17,0
0,11.0,1,2,12,5,5,13,1,1,0,17,0
1,10.75,0,4,12,6,6,9,1,1,0,11,1
0,12.55375,8,8,9,8,8,9,1,1,0,12,0
0,12.665714285714284,7,7,8,8,8,8,1,1,0,12,0
0,12.714285714285714,4,6,8,6,6,10,1,1,0,14,0
1,11.75,0,2,10,5,7,7,1,1,0,13,1
1,11.0,0,3,14,6,6,11,0,1,0,11,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,13.4,5,5,6,5,5,5,1,1,0,9,0
0,12.578947368421051,17,17,20,17,17,21,1,1,0,2,0
1,0.0,0,0,0,5,5,0,1,1,0,7,1
0,12.0,6,6,8,6,6,8,1,1,1,15,0
1,12.333333333333334,0,3,9,6,6,6,1,1,0,14,1
0,11.5,3,4,11,5,5,11,1,1,0,17,0
0,12.8,5,5,11,6,6,7,1,1,0,4,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,13.285714285714286,7,7,11,8,7,8,1,1,0,5,0
0,11.8,2,4,15,6,6,16,0,1,0,4,0
0,11.333333333333334,2,6,11,11,13,13,1,1,0,3,0
0,12.002,5,5,12,8,8,12,1,1,0,12,0
0,13.976666666666668,8,5,9,8,7,10,1,1,0,12,0
0,15.2,1,5,9,6,6,10,0,1,0,4,0
0,13.142857142857142,6,6,8,6,6,7,1,1,1,14,0
1,0.0,0,0,5,5,5,14,1,1,0,9,1
0,13.867142857142856,7,7,11,8,8,11,1,1,0,12,0
0,12.675,6,6,11,8,8,11,1,1,0,12,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.0,6,6,7,6,6,6,1,1,1,16,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,11.0,5,6,6,6,6,7,1,1,1,11,0
0,10.75,4,4,11,5,5,11,1,1,0,17,0
0,14.2,6,5,6,6,6,7,1,1,0,15,0
0,12.6,4,4,7,7,7,11,0,1,0,12,0
1,0.0,0,0,5,5,5,5,0,1,0,17,1
0,14.0,5,5,6,5,5,6,1,1,0,17,0
0,10.0,4,2,12,6,6,16,0,1,0,15,0
0,13.833333333333334,6,6,8,6,6,6,1,1,0,5,0
0,11.0,1,2,5,5,5,8,0,1,0,17,0
0,11.635714285714286,7,7,8,8,8,8,1,1,0,12,0
1,12.25,0,4,5,5,6,6,1,1,0,3,1
0,12.5,5,4,11,5,5,9,1,1,0,7,0
0,13.8,5,5,6,5,5,5,1,1,0,17,0
0,12.0,1,3,9,6,6,8,1,1,0,11,0
0,11.0,4,3,8,5,5,9,1,1,0,17,0
0,13.75,6,4,10,6,6,7,1,1,1,14,0
0,10.666666666666666,4,6,8,6,6,6,1,1,0,11,0
0,0.0,2,0,13,8,7,7,1,1,0,13,0
0,13.833333333333334,5,5,7,5,5,6,1,1,0,17,0
1,0.0,0,0,7,6,6,6,1,1,0,4,1
0,15.8,5,5,5,5,5,5,1,1,0,17,0
0,12.52608695652174,12,12,26,14,14,26,1,1,0,12,0
1,12.783333333333331,0,6,11,8,7,9,1,1,0,12,1
0,0.0,1,0,5,5,5,5,0,1,0,17,0
0,13.0,3,3,8,5,5,8,1,1,0,6,0
1,0.0,0,0,10,6,6,8,1,1,0,4,1
0,10.8,3,5,9,5,5,7,1,1,0,7,0
0,11.0,3,5,7,5,5,7,1,1,0,9,0
1,0.0,0,0,5,5,4,4,0,1,0,7,1
1,0.0,0,0,5,5,5,7,1,1,0,7,1
1,12.0,0,2,0,6,6,10,0,1,0,15,1
0,10.75,2,4,10,5,5,7,1,1,0,9,0
0,11.6,4,5,10,5,5,8,1,1,0,9,0
0,11.8,4,5,8,5,5,6,1,1,1,9,0
0,16.0,6,6,6,6,6,7,1,1,0,4,0
0,12.666666666666666,6,6,6,6,6,6,1,1,1,15,0
0,14.4,6,4,9,7,7,12,1,1,0,12,0
1,0.0,0,0,6,6,6,6,0,1,0,11,1
0,12.25,4,4,9,6,6,11,0,1,0,14,0
0,12.6,8,5,10,9,7,9,1,1,0,5,0
0,13.4,7,7,8,8,8,8,1,1,0,12,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,10.0,0,1,6,6,6,9,1,1,0,4,1
1,0.0,0,0,5,5,5,5,1,1,0,7,1
0,11.25,4,3,14,6,6,16,1,1,0,4,0
1,0.0,0,0,5,5,5,10,1,1,0,14,1
0,10.666666666666666,1,3,5,5,5,8,1,1,0,9,0
0,11.75,5,4,5,5,5,7,1,1,0,8,0
1,0.0,0,0,5,5,5,5,1,1,0,9,1
0,12.666666666666666,6,6,8,6,6,6,1,0,0,5,0
0,11.95,7,7,15,8,7,14,1,0,0,13,0
0,14.0,6,5,6,6,6,7,1,0,0,11,0
1,0.0,0,0,12,6,6,6,0,0,0,3,1
1,11.5,0,2,10,5,5,11,1,0,1,9,1
0,12.0,5,6,12,6,6,10,1,0,0,8,0
0,16.428571428571427,6,6,7,6,6,7,1,0,0,6,0
0,13.336000000000002,7,5,9,8,7,9,1,0,1,12,0
1,0.0,0,0,8,8,7,7,1,0,1,13,1
0,14.666666666666666,6,7,8,6,7,9,1,0,0,14,0
0,14.115714285714288,7,7,8,8,8,8,1,0,0,12,0
0,14.857142857142858,6,6,10,6,6,7,1,0,1,6,0
0,13.833333333333334,6,6,10,6,6,7,1,0,1,6,0
0,11.0,4,3,9,5,5,10,1,0,0,9,0
0,11.75,3,4,12,6,6,11,1,0,0,6,0
0,10.0,2,2,14,5,5,15,1,0,1,9,0
0,12.415,6,6,15,8,8,15,1,0,1,12,0
0,11.0,2,1,9,5,5,12,1,0,0,8,0
0,14.428571428571429,6,5,7,6,6,14,1,0,0,6,0
0,14.312857142857142,7,7,8,8,8,8,1,0,1,12,0
0,15.428571428571429,5,6,7,6,6,8,0,0,0,6,0
0,12.0,5,4,6,5,5,9,1,0,0,8,0
0,13.833333333333334,6,6,7,6,6,7,1,0,0,10,0
0,12.166666666666666,6,6,7,6,6,6,1,0,0,10,0
0,14.014285714285714,7,7,8,8,8,8,1,0,0,12,0
0,10.333333333333334,3,2,13,6,6,15,1,0,0,10,0
0,13.2,5,5,7,6,6,7,1,0,1,15,0
0,15.4,6,6,7,7,7,7,1,0,0,12,0
0,13.385714285714286,8,7,8,8,7,7,1,0,1,12,0
0,10.857142857142858,4,6,10,6,6,13,1,0,0,8,0
0,11.333333333333334,5,5,8,5,5,11,1,0,0,9,0
0,14.5,5,4,5,5,5,7,1,0,1,6,0
0,14.166666666666666,6,6,8,6,6,6,1,0,1,5,0
0,12.833333333333334,6,6,8,6,6,7,1,0,0,3,0
0,13.333333333333334,6,6,6,6,6,7,1,0,0,10,0
0,13.666666666666666,6,6,7,6,6,7,1,0,1,10,0
0,10.833333333333334,5,6,7,6,6,6,0,0,1,11,0
0,13.428571428571429,6,6,8,6,6,7,1,0,0,16,0
0,12.401428571428571,6,7,10,8,7,7,1,1,0,12,0
1,0.0,0,0,10,6,6,8,0,1,0,4,1
1,0.0,0,0,0,5,4,4,0,1,0,17,1
0,11.5,5,4,6,5,5,9,1,1,0,17,0
1,0.0,0,0,5,5,5,8,0,1,0,7,1
0,14.142857142857142,6,6,6,6,6,8,1,1,1,14,0
1,0.0,0,0,6,5,6,6,1,1,0,3,1
0,13.8,10,10,10,10,10,12,1,1,1,17,0
0,13.6,5,10,10,10,10,10,1,1,0,17,0
0,11.733333333333333,9,15,17,11,16,23,1,1,0,10,0
0,10.0,1,1,9,5,5,8,0,1,0,9,0
1,0.0,0,0,6,6,6,19,1,1,0,6,1
1,0.0,0,0,8,6,6,6,1,1,0,4,1
0,10.8,4,4,13,6,6,12,1,1,0,4,0
0,13.046666666666669,7,6,10,8,7,8,1,1,0,12,0
0,11.0,6,8,10,7,9,13,1,0,0,3,0
0,12.333333333333334,3,3,14,6,6,10,1,0,1,3,0
0,11.8,7,10,7,7,11,16,1,0,0,3,0
0,11.0,3,3,8,5,5,8,1,0,0,17,0
0,13.11,8,8,8,8,8,8,1,0,0,12,0
0,14.414285714285716,7,7,8,8,8,8,1,0,0,12,0
1,0.0,0,0,10,5,5,5,0,0,0,3,1
0,12.333333333333334,5,5,7,5,5,8,1,0,0,9,0
0,0.0,1,0,8,7,7,9,1,0,1,12,0
0,14.1,8,7,8,8,7,9,1,0,1,13,0
0,13.045,8,8,8,8,8,8,1,0,0,12,0
0,12.858,5,5,10,8,8,10,1,1,0,12,0
0,14.2525,8,8,8,8,8,8,1,0,1,12,0
0,14.06,7,5,9,7,7,9,1,0,1,12,0
0,15.075714285714286,7,7,8,8,8,8,1,0,0,12,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,13.75,5,4,9,6,5,5,1,0,0,14,0
0,13.15,12,17,22,12,17,28,1,0,0,4,0
0,12.333333333333334,5,5,7,6,6,9,1,0,1,10,0
0,13.778571428571428,8,7,10,8,7,8,1,0,1,12,0
0,10.333333333333334,1,3,14,6,6,12,0,0,0,16,0
0,11.333333333333334,2,3,7,6,6,11,1,0,0,15,0
0,13.2,6,5,6,6,6,7,1,0,0,10,0
0,13.571428571428571,6,6,11,6,6,8,1,0,1,5,0
0,12.75,7,11,7,7,11,14,1,0,0,3,0
0,13.0,1,3,15,6,6,11,1,1,0,15,0
0,11.333333333333334,4,3,7,5,5,7,1,1,0,14,0
1,0.0,0,0,9,6,6,12,0,1,0,14,1
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,12.5,1,2,13,5,5,7,0,1,0,9,0
0,14.857142857142858,6,6,8,6,6,7,1,1,0,6,0
0,12.0,7,8,8,7,9,13,1,1,0,3,0
1,0.0,0,0,0,0,0,0,0,1,1,2,1
1,0.0,0,0,5,5,5,5,1,1,0,17,1
0,12.828571428571427,8,7,8,8,7,8,1,1,0,12,0
1,0.0,0,0,0,8,7,0,1,1,0,12,1
0,13.333333333333334,5,6,8,6,6,6,1,1,0,14,0
0,13.072857142857144,14,14,20,14,14,20,1,1,1,12,0
0,12.0,3,5,7,7,7,13,0,1,0,7,0
0,15.5,6,6,6,6,6,6,1,0,0,11,0
1,0.0,0,0,6,6,6,6,1,0,0,8,1
0,14.714285714285714,6,6,6,6,6,7,1,0,1,15,0
0,16.714285714285715,6,6,6,6,6,7,1,0,0,6,0
0,10.857142857142858,6,6,7,6,6,9,1,0,1,10,0
0,11.658333333333331,6,6,11,8,7,8,1,0,0,12,0
0,11.6,6,5,7,6,6,8,1,0,1,15,0
0,14.625,6,6,9,6,6,8,1,0,0,14,0
0,12.166666666666666,6,6,8,6,6,6,1,0,1,15,0
0,13.375,6,4,8,7,7,12,1,0,0,12,0
0,12.5,6,6,6,6,6,6,1,0,1,16,0
0,12.56,5,5,8,7,7,8,0,0,0,12,0
0,13.19,8,7,8,8,7,7,1,0,0,12,0
0,11.0,4,3,9,6,6,11,1,0,1,10,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.6,6,5,10,6,6,11,1,0,1,10,0
0,14.266666666666666,6,6,7,7,7,7,1,0,0,12,0
0,11.0,4,4,9,5,5,6,1,0,1,9,0
0,12.666666666666666,7,9,7,7,10,11,1,0,0,3,0
